"Order ID","Customer ID","cl_order_date","order_year","order_month","sales","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment","cl_year"
"CA-2013-105494","PC-18745","2013-11-11T00:00:00.000Z","2013","11","70.008","2","5","1832.064","1","5","3","153","At Risk Customers","2013"
"CA-2013-140634","HL-15040","2013-10-04T00:00:00.000Z","2013","10","15.648","43","11","12873.297999999999","2","3","1","231","At Risk Customers","2013"
"CA-2011-144407","MS-17365","2011-09-09T00:00:00.000Z","2011","9","103.6","273","24","7443.6900000000005","5","1","1","511","Growing Customers","2011"
"CA-2014-160983","GB-14530","2014-10-30T00:00:00.000Z","2014","10","46.96","62","20","1568.44","3","1","4","314","Growing Customers","2014"
"US-2013-114622","JR-16210","2013-04-11T00:00:00.000Z","2013","4","8.904","33","10","2201.6859999999997","2","4","3","243","At Risk Customers","2013"
"CA-2014-150959","TD-20995","2014-11-12T00:00:00.000Z","2014","11","10.44","37","16","1434.5480000000002","2","2","4","224","Low Value Customers","2014"
"CA-2014-150959","TD-20995","2014-11-12T00:00:00.000Z","2014","11","18.336","37","16","1434.5480000000002","2","2","4","224","Low Value Customers","2014"
"CA-2014-132353","DB-13060","2014-09-16T00:00:00.000Z","2014","9","323.976","16","13","4531.646000000002","1","3","1","131","At Risk Customers","2014"
"CA-2013-130477","LC-17140","2013-04-09T00:00:00.000Z","2013","4","20.04","13","19","2633.5820000000003","1","1","3","113","Low Value Customers","2013"
"CA-2013-130477","LC-17140","2013-04-09T00:00:00.000Z","2013","4","64.96","13","19","2633.5820000000003","1","1","3","113","Low Value Customers","2013"
"CA-2013-130477","LC-17140","2013-04-09T00:00:00.000Z","2013","4","12.96","13","19","2633.5820000000003","1","1","3","113","Low Value Customers","2013"
"CA-2014-143259","PO-18865","2014-12-31T00:00:00.000Z","2014","12","323.136","0","13","2493.2140000000004","1","3","3","133","At Risk Customers","2014"
"CA-2014-143259","PO-18865","2014-12-31T00:00:00.000Z","2014","12","90.93","0","13","2493.2140000000004","1","3","3","133","At Risk Customers","2014"
"CA-2014-143259","PO-18865","2014-12-31T00:00:00.000Z","2014","12","52.776","0","13","2493.2140000000004","1","3","3","133","At Risk Customers","2014"
"CA-2014-137596","BE-11335","2014-09-03T00:00:00.000Z","2014","9","1199.8","119","9","4204.6759999999995","4","4","2","442","Loyal Customers","2014"
"CA-2014-137596","BE-11335","2014-09-03T00:00:00.000Z","2014","9","1928.78","119","9","4204.6759999999995","4","4","2","442","Loyal Customers","2014"
"CA-2014-137596","BE-11335","2014-09-03T00:00:00.000Z","2014","9","352.38","119","9","4204.6759999999995","4","4","2","442","Loyal Customers","2014"
"CA-2012-133627","SC-20050","2012-05-31T00:00:00.000Z","2012","5","22.2","40","15","4624.572000000001","2","2","1","221","Low Value Customers","2012"
"CA-2014-102519","BM-11650","2014-11-28T00:00:00.000Z","2014","11","46.94","33","29","7294.185","2","1","1","211","Low Value Customers","2014"
"CA-2014-102519","BM-11650","2014-11-28T00:00:00.000Z","2014","11","143.73","33","29","7294.185","2","1","1","211","Low Value Customers","2014"
"US-2011-141215","KL-16555","2011-06-15T00:00:00.000Z","2011","6","99.918","16","22","5016.488000000001","1","1","1","111","Low Value Customers","2011"
"US-2011-141215","KL-16555","2011-06-15T00:00:00.000Z","2011","6","797.944","16","22","5016.488000000001","1","1","1","111","Low Value Customers","2011"
"US-2011-141215","KL-16555","2011-06-15T00:00:00.000Z","2011","6","8.568","16","22","5016.488000000001","1","1","1","111","Low Value Customers","2011"
"CA-2013-165218","RW-19630","2013-03-06T00:00:00.000Z","2013","3","149.352","89","16","3279.7459999999996","3","2","2","322","Growing Customers","2013"
"CA-2013-165218","RW-19630","2013-03-06T00:00:00.000Z","2013","3","12.992","89","16","3279.7459999999996","3","2","2","322","Growing Customers","2013"
"CA-2011-138296","RC-19825","2011-12-05T00:00:00.000Z","2011","12","24.56","369","10","966.409","5","4","4","544","Top Customers","2011"
"CA-2012-111164","SE-20110","2012-04-11T00:00:00.000Z","2012","4","85.14","9","19","12209.438000000002","1","1","1","111","Low Value Customers","2012"
"CA-2012-111164","SE-20110","2012-04-11T00:00:00.000Z","2012","4","21.99","9","19","12209.438000000002","1","1","1","111","Low Value Customers","2012"
"CA-2012-111164","SE-20110","2012-04-11T00:00:00.000Z","2012","4","406.6","9","19","12209.438000000002","1","1","1","111","Low Value Customers","2012"
"CA-2013-149797","AH-10075","2013-09-16T00:00:00.000Z","2013","9","841.568","34","20","3250.336999999999","2","1","2","212","Low Value Customers","2013"
"CA-2011-132962","JM-15535","2011-09-13T00:00:00.000Z","2011","9","15.552","102","10","1733.4430000000002","3","4","4","344","Loyal Customers","2011"
"CA-2011-132962","JM-15535","2011-09-13T00:00:00.000Z","2011","9","252","102","10","1733.4430000000002","3","4","4","344","Loyal Customers","2011"
"CA-2012-115091","JJ-15760","2012-10-05T00:00:00.000Z","2012","10","46.2","753","3","195","5","5","5","555","Top Customers","2012"
"CA-2012-115091","JJ-15760","2012-10-05T00:00:00.000Z","2012","10","28.84","753","3","195","5","5","5","555","Top Customers","2012"
"CA-2014-144932","AB-10165","2014-04-15T00:00:00.000Z","2014","4","14.592","25","14","1113.838","1","2","4","124","Low Value Customers","2014"
"CA-2014-144932","AB-10165","2014-04-15T00:00:00.000Z","2014","4","89.856","25","14","1113.838","1","2","4","124","Low Value Customers","2014"
"CA-2014-144932","AB-10165","2014-04-15T00:00:00.000Z","2014","4","13.872","25","14","1113.838","1","2","4","124","Low Value Customers","2014"
"CA-2014-114216","RK-19300","2014-09-03T00:00:00.000Z","2014","9","12.192","119","8","1460.1920000000002","4","4","4","444","Top Customers","2014"
"CA-2013-140081","CG-12040","2013-06-21T00:00:00.000Z","2013","6","45.056","49","9","904.468","2","4","5","245","At Risk Customers","2013"
"CA-2013-140081","CG-12040","2013-06-21T00:00:00.000Z","2013","6","29.718","49","9","904.468","2","4","5","245","At Risk Customers","2013"
"CA-2013-140081","CG-12040","2013-06-21T00:00:00.000Z","2013","6","15.552","49","9","904.468","2","4","5","245","At Risk Customers","2013"
"CA-2013-140081","CG-12040","2013-06-21T00:00:00.000Z","2013","6","447.696","49","9","904.468","2","4","5","245","At Risk Customers","2013"
"US-2014-111745","RA-19885","2014-11-06T00:00:00.000Z","2014","11","159.99","43","15","3832.3139999999994","2","2","2","222","Low Value Customers","2014"
"CA-2012-148250","RP-19270","2012-12-13T00:00:00.000Z","2012","12","12.96","496","12","954.6452","5","3","5","535","Loyal Customers","2012"
"CA-2012-148250","RP-19270","2012-12-13T00:00:00.000Z","2012","12","134.48","496","12","954.6452","5","3","5","535","Loyal Customers","2012"
"CA-2013-105760","KC-16255","2013-06-20T00:00:00.000Z","2013","6","17.12","407","10","2120.954","5","4","3","543","Loyal Customers","2013"
"CA-2013-142958","RW-19630","2013-12-14T00:00:00.000Z","2013","12","6.096","89","16","3279.7459999999996","3","2","2","322","Growing Customers","2013"
"CA-2013-142958","RW-19630","2013-12-14T00:00:00.000Z","2013","12","1114.272","89","16","3279.7459999999996","3","2","2","322","Growing Customers","2013"
"CA-2012-120880","JL-15850","2012-05-29T00:00:00.000Z","2012","5","32.4","614","11","2725.2560000000003","5","3","3","533","Loyal Customers","2012"
"CA-2012-120880","JL-15850","2012-05-29T00:00:00.000Z","2012","5","540.57","614","11","2725.2560000000003","5","3","3","533","Loyal Customers","2012"
"CA-2012-120880","JL-15850","2012-05-29T00:00:00.000Z","2012","5","167.76","614","11","2725.2560000000003","5","3","3","533","Loyal Customers","2012"
"US-2012-140200","CA-12775","2012-07-26T00:00:00.000Z","2012","7","393.165","120","17","3041.5659999999993","4","2","2","422","Growing Customers","2012"
"US-2014-110576","RB-19795","2014-11-29T00:00:00.000Z","2014","11","516.488","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2014"
"US-2014-110576","RB-19795","2014-11-29T00:00:00.000Z","2014","11","1007.232","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2014"
"US-2014-110576","RB-19795","2014-11-29T00:00:00.000Z","2014","11","2065.32","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2014"
"US-2014-110576","RB-19795","2014-11-29T00:00:00.000Z","2014","11","15.552","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2014"
"US-2014-110576","RB-19795","2014-11-29T00:00:00.000Z","2014","11","25.344","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2014"
"CA-2014-131156","KH-16360","2014-04-04T00:00:00.000Z","2014","4","25.472","1","14","3100.6119999999996","1","2","2","122","Low Value Customers","2014"
"CA-2014-136539","GH-14665","2014-12-29T00:00:00.000Z","2014","12","27.168","2","3","146.94080000000002","1","5","5","155","At Risk Customers","2014"
"CA-2014-136539","GH-14665","2014-12-29T00:00:00.000Z","2014","12","78.8528","2","3","146.94080000000002","1","5","5","155","At Risk Customers","2014"
"CA-2014-119305","SW-20275","2014-12-01T00:00:00.000Z","2014","12","173.8","30","7","1966.65","2","4","3","243","At Risk Customers","2014"
"CA-2014-102414","JA-15970","2014-05-16T00:00:00.000Z","2014","5","29.592","92","24","6491.026000000001","3","1","1","311","Growing Customers","2014"
"CA-2014-102414","JA-15970","2014-05-16T00:00:00.000Z","2014","5","4.752","92","24","6491.026000000001","3","1","1","311","Growing Customers","2014"
"CA-2014-102414","JA-15970","2014-05-16T00:00:00.000Z","2014","5","15.552","92","24","6491.026000000001","3","1","1","311","Growing Customers","2014"
"CA-2012-112571","DL-12925","2012-09-22T00:00:00.000Z","2012","9","204.6","57","14","3272.2000000000003","3","2","2","322","Growing Customers","2012"
"CA-2014-152142","LW-16990","2014-11-15T00:00:00.000Z","2014","11","321.568","33","11","3230.308","2","3","2","232","At Risk Customers","2014"
"CA-2012-160059","TB-21190","2012-11-27T00:00:00.000Z","2012","11","6.24","49","4","816.174","2","5","5","255","At Risk Customers","2012"
"CA-2013-120859","CV-12805","2013-09-02T00:00:00.000Z","2013","9","21.88","5","19","2370.3136","1","1","3","113","Low Value Customers","2013"
"CA-2011-127488","MS-17365","2011-09-22T00:00:00.000Z","2011","9","4.608","273","24","7443.6900000000005","5","1","1","511","Growing Customers","2011"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","9.82","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","35.97","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","12.96","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","191.6","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","8.64","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2014-135279","BS-11800","2014-04-10T00:00:00.000Z","2014","4","501.81","265","8","949.43","5","4","5","545","Top Customers","2014"
"CA-2011-115791","DL-13315","2011-01-17T00:00:00.000Z","2011","1","127.104","22","17","1458.2580000000003","1","2","4","124","Low Value Customers","2011"
"CA-2011-115791","DL-13315","2011-01-17T00:00:00.000Z","2011","1","124.2","22","17","1458.2580000000003","1","2","4","124","Low Value Customers","2011"
"CA-2011-115791","DL-13315","2011-01-17T00:00:00.000Z","2011","1","18.588","22","17","1458.2580000000003","1","2","4","124","Low Value Customers","2011"
"CA-2011-115791","DL-13315","2011-01-17T00:00:00.000Z","2011","1","30.072","22","17","1458.2580000000003","1","2","4","124","Low Value Customers","2011"
"US-2014-103247","PO-19195","2014-10-06T00:00:00.000Z","2014","10","160.93","86","10","1056.8580000000002","3","4","4","344","Loyal Customers","2014"
"US-2014-103247","PO-19195","2014-10-06T00:00:00.000Z","2014","10","75.792","86","10","1056.8580000000002","3","4","4","344","Loyal Customers","2014"
"US-2014-100209","TD-20995","2014-07-10T00:00:00.000Z","2014","7","1.08","37","16","1434.5480000000002","2","2","4","224","Low Value Customers","2014"
"CA-2014-159366","BW-11110","2014-01-08T00:00:00.000Z","2014","1","3059.982","121","17","4750.357999999999","4","2","1","421","Growing Customers","2014"
"CA-2013-145499","RW-19690","2013-05-31T00:00:00.000Z","2013","5","3.282","79","15","3495.646","3","2","2","322","Growing Customers","2013"
"CA-2012-157035","KB-16600","2012-12-09T00:00:00.000Z","2012","12","34.02","1","9","983.922","1","4","4","144","At Risk Customers","2012"
"CA-2013-144939","EB-13870","2013-10-04T00:00:00.000Z","2013","10","599.292","100","11","2767.219","3","3","2","332","Loyal Customers","2013"
"CA-2011-163419","TZ-21580","2011-11-11T00:00:00.000Z","2011","11","3.392","35","9","1707.2860000000003","2","4","4","244","At Risk Customers","2011"
"CA-2011-163419","TZ-21580","2011-11-11T00:00:00.000Z","2011","11","559.984","35","9","1707.2860000000003","2","4","4","244","At Risk Customers","2011"
"CA-2011-163419","TZ-21580","2011-11-11T00:00:00.000Z","2011","11","603.92","35","9","1707.2860000000003","2","4","4","244","At Risk Customers","2011"
"CA-2014-100314","AS-10630","2014-09-30T00:00:00.000Z","2014","9","7.968","92","12","833.398","3","3","5","335","Loyal Customers","2014"
"CA-2014-100314","AS-10630","2014-09-30T00:00:00.000Z","2014","9","27.968","92","12","833.398","3","3","5","335","Loyal Customers","2014"
"CA-2014-100314","AS-10630","2014-09-30T00:00:00.000Z","2014","9","336.51","92","12","833.398","3","3","5","335","Loyal Customers","2014"
"CA-2012-146829","TS-21340","2012-03-10T00:00:00.000Z","2012","3","1.112","226","12","974.782","5","3","4","534","Loyal Customers","2012"
"CA-2014-167899","JG-15805","2014-05-22T00:00:00.000Z","2014","5","520.05","223","9","1507.0180000000003","4","4","4","444","Top Customers","2014"
"CA-2014-167899","JG-15805","2014-05-22T00:00:00.000Z","2014","5","17.97","223","9","1507.0180000000003","4","4","4","444","Top Customers","2014"
"CA-2012-153549","SL-20155","2012-03-29T00:00:00.000Z","2012","3","1166.92","70","9","3053.012000000001","3","4","2","342","Loyal Customers","2012"
"CA-2013-110023","TS-21610","2013-09-10T00:00:00.000Z","2013","9","14.624","55","11","2820.4240000000004","3","3","2","332","Loyal Customers","2013"
"CA-2013-105585","RF-19735","2013-08-27T00:00:00.000Z","2013","8","10.23","89","14","2341.2960000000003","3","2","3","323","Growing Customers","2013"
"CA-2013-105585","RF-19735","2013-08-27T00:00:00.000Z","2013","8","154.9","89","14","2341.2960000000003","3","2","3","323","Growing Customers","2013"
"CA-2011-117639","MW-18235","2011-05-21T00:00:00.000Z","2011","5","2715.93","44","3","5253.876","2","5","1","251","At Risk Customers","2011"
"CA-2011-117639","MW-18235","2011-05-21T00:00:00.000Z","2011","5","617.97","44","3","5253.876","2","5","1","251","At Risk Customers","2011"
"CA-2012-162537","RD-19585","2012-10-28T00:00:00.000Z","2012","10","10.67","180","19","2912.8940000000002","4","1","2","412","Growing Customers","2012"
"CA-2012-162537","RD-19585","2012-10-28T00:00:00.000Z","2012","10","36.63","180","19","2912.8940000000002","4","1","2","412","Growing Customers","2012"
"CA-2012-162537","RD-19585","2012-10-28T00:00:00.000Z","2012","10","24.1","180","19","2912.8940000000002","4","1","2","412","Growing Customers","2012"
"CA-2012-162537","RD-19585","2012-10-28T00:00:00.000Z","2012","10","33.11","180","19","2912.8940000000002","4","1","2","412","Growing Customers","2012"
"CA-2013-155488","FM-14290","2013-11-14T00:00:00.000Z","2013","11","44.02","36","20","3736.1979999999994","2","1","2","212","Low Value Customers","2013"
"CA-2012-124891","RH-19495","2012-07-31T00:00:00.000Z","2012","7","2309.65","32","8","3621.3759999999997","2","4","2","242","At Risk Customers","2012"
"CA-2012-124891","RH-19495","2012-07-31T00:00:00.000Z","2012","7","1090.782","32","8","3621.3759999999997","2","4","2","242","At Risk Customers","2012"
"CA-2012-124891","RH-19495","2012-07-31T00:00:00.000Z","2012","7","19.44","32","8","3621.3759999999997","2","4","2","242","At Risk Customers","2012"
"CA-2012-126445","RA-19945","2012-08-27T00:00:00.000Z","2012","8","484.65","61","9","1686.9225000000004","3","4","4","344","Loyal Customers","2012"
"CA-2012-111199","JK-15730","2012-11-13T00:00:00.000Z","2012","11","115.296","84","20","4867.200000000001","3","1","1","311","Growing Customers","2012"
"CA-2012-105312","MT-17815","2012-11-06T00:00:00.000Z","2012","11","7.08","49","10","2890.139","2","4","2","242","At Risk Customers","2012"
"CA-2012-105312","MT-17815","2012-11-06T00:00:00.000Z","2012","11","4.401","49","10","2890.139","2","4","2","242","At Risk Customers","2012"
"US-2014-106705","PO-18850","2014-12-27T00:00:00.000Z","2014","12","44.75","4","22","7473.828200000001","1","1","1","111","Low Value Customers","2014"
"CA-2014-135034","AT-10735","2014-08-02T00:00:00.000Z","2014","8","95.984","13","16","3831.8640000000005","1","2","2","122","Low Value Customers","2014"
"CA-2011-158540","VG-21790","2011-11-24T00:00:00.000Z","2011","11","151.72","154","8","846.0100000000001","4","4","5","445","Top Customers","2011"
"CA-2014-118437","PF-19165","2014-06-18T00:00:00.000Z","2014","6","155.25","196","10","2770","4","4","2","442","Loyal Customers","2014"
"CA-2014-118437","PF-19165","2014-06-18T00:00:00.000Z","2014","6","14.03","196","10","2770","4","4","2","442","Loyal Customers","2014"
"US-2012-126214","JS-15880","2012-12-21T00:00:00.000Z","2012","12","1618.37","534","9","3868.02","5","4","2","542","Loyal Customers","2012"
"US-2012-126214","JS-15880","2012-12-21T00:00:00.000Z","2012","12","99.6","534","9","3868.02","5","4","2","542","Loyal Customers","2012"
"CA-2012-133025","MO-17800","2012-09-17T00:00:00.000Z","2012","9","32.4","104","11","1687.027","4","3","4","434","Loyal Customers","2012"
"CA-2012-108665","KM-16225","2012-07-06T00:00:00.000Z","2012","7","13.96","14","19","2260.9579999999996","1","1","3","113","Low Value Customers","2012"
"CA-2012-108665","KM-16225","2012-07-06T00:00:00.000Z","2012","7","155.82","14","19","2260.9579999999996","1","1","3","113","Low Value Customers","2012"
"CA-2012-108665","KM-16225","2012-07-06T00:00:00.000Z","2012","7","124.95","14","19","2260.9579999999996","1","1","3","113","Low Value Customers","2012"
"CA-2012-108665","KM-16225","2012-07-06T00:00:00.000Z","2012","7","601.65","14","19","2260.9579999999996","1","1","3","113","Low Value Customers","2012"
"CA-2012-124450","GT-14710","2012-04-27T00:00:00.000Z","2012","4","22.74","36","29","11820.119999999997","2","1","1","211","Low Value Customers","2012"
"CA-2012-124450","GT-14710","2012-04-27T00:00:00.000Z","2012","4","1267.53","36","29","11820.119999999997","2","1","1","211","Low Value Customers","2012"
"CA-2012-124450","GT-14710","2012-04-27T00:00:00.000Z","2012","4","1379.92","36","29","11820.119999999997","2","1","1","211","Low Value Customers","2012"
"CA-2012-167269","PB-19150","2012-06-16T00:00:00.000Z","2012","6","6.208","97","11","1456.9499999999998","3","3","4","334","Loyal Customers","2012"
"CA-2014-106964","HR-14770","2014-12-18T00:00:00.000Z","2014","12","11.808","13","13","1299.2879999999998","1","3","4","134","At Risk Customers","2014"
"CA-2013-126529","DE-13255","2013-01-11T00:00:00.000Z","2013","1","15.552","719","9","2550.874","5","4","3","543","Loyal Customers","2013"
"CA-2013-126529","DE-13255","2013-01-11T00:00:00.000Z","2013","1","63.312","719","9","2550.874","5","4","3","543","Loyal Customers","2013"
"CA-2013-126529","DE-13255","2013-01-11T00:00:00.000Z","2013","1","15.588","719","9","2550.874","5","4","3","543","Loyal Customers","2013"
"CA-2011-163552","LA-16780","2011-07-11T00:00:00.000Z","2011","7","177.2","154","26","8673.221999999998","4","1","1","411","Growing Customers","2011"
"CA-2011-163552","LA-16780","2011-07-11T00:00:00.000Z","2011","7","197.97","154","26","8673.221999999998","4","1","1","411","Growing Customers","2011"
"CA-2011-163552","LA-16780","2011-07-11T00:00:00.000Z","2011","7","854.94","154","26","8673.221999999998","4","1","1","411","Growing Customers","2011"
"CA-2011-163552","LA-16780","2011-07-11T00:00:00.000Z","2011","7","124.11","154","26","8673.221999999998","4","1","1","411","Growing Customers","2011"
"CA-2011-163552","LA-16780","2011-07-11T00:00:00.000Z","2011","7","14.4","154","26","8673.221999999998","4","1","1","411","Growing Customers","2011"
"CA-2013-109820","AG-10390","2013-11-21T00:00:00.000Z","2013","11","15.696","114","8","200.945","4","4","5","445","Top Customers","2013"
"CA-2013-109820","AG-10390","2013-11-21T00:00:00.000Z","2013","11","2.628","114","8","200.945","4","4","5","445","Top Customers","2013"
"CA-2013-109820","AG-10390","2013-11-21T00:00:00.000Z","2013","11","14.427","114","8","200.945","4","4","5","445","Top Customers","2013"
"CA-2013-113061","EL-13735","2013-04-23T00:00:00.000Z","2013","4","86.62","77","2","124.28","3","5","5","355","Loyal Customers","2013"
"CA-2012-127418","JJ-15445","2012-06-13T00:00:00.000Z","2012","6","36.624","483","6","709.1780000000001","5","5","5","555","Top Customers","2012"
"CA-2014-121818","JH-15430","2014-11-21T00:00:00.000Z","2014","11","23.968","5","7","309.281","1","5","5","155","At Risk Customers","2014"
"CA-2014-121818","JH-15430","2014-11-21T00:00:00.000Z","2014","11","28.728","5","7","309.281","1","5","5","155","At Risk Customers","2014"
"CA-2013-127670","RD-19660","2013-03-21T00:00:00.000Z","2013","3","697.16","114","5","2786.6319999999996","4","5","2","452","Loyal Customers","2013"
"CA-2013-102981","MO-17500","2013-09-07T00:00:00.000Z","2013","9","31.86","72","5","922.487","3","5","5","355","Loyal Customers","2013"
"CA-2013-102981","MO-17500","2013-09-07T00:00:00.000Z","2013","9","722.352","72","5","922.487","3","5","5","355","Loyal Customers","2013"
"CA-2014-115651","NS-18640","2014-07-10T00:00:00.000Z","2014","7","8.84","174","26","2964.8229999999994","4","1","2","412","Growing Customers","2014"
"CA-2014-115651","NS-18640","2014-07-10T00:00:00.000Z","2014","7","58.464","174","26","2964.8229999999994","4","1","2","412","Growing Customers","2014"
"CA-2014-152702","SN-20710","2014-10-13T00:00:00.000Z","2014","10","254.604","79","19","3127.9592000000007","3","1","2","312","Growing Customers","2014"
"CA-2013-169103","ZC-21910","2013-03-09T00:00:00.000Z","2013","3","1363.96","54","31","8025.707000000001","3","1","1","311","Growing Customers","2013"
"CA-2013-169103","ZC-21910","2013-03-09T00:00:00.000Z","2013","3","102.36","54","31","8025.707000000001","3","1","1","311","Growing Customers","2013"
"CA-2011-139192","LC-16885","2011-05-27T00:00:00.000Z","2011","5","1113.504","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2011"
"CA-2011-139192","LC-16885","2011-05-27T00:00:00.000Z","2011","5","99.99","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2011"
"US-2012-153500","DG-13300","2012-07-03T00:00:00.000Z","2012","7","168.464","32","8","3195.818","2","4","2","242","At Risk Customers","2012"
"US-2012-153500","DG-13300","2012-07-03T00:00:00.000Z","2012","7","6.72","32","8","3195.818","2","4","2","242","At Risk Customers","2012"
"US-2012-153500","DG-13300","2012-07-03T00:00:00.000Z","2012","7","282.888","32","8","3195.818","2","4","2","242","At Risk Customers","2012"
"CA-2012-110667","NF-18595","2012-04-04T00:00:00.000Z","2012","4","11.16","114","12","2031.472","4","3","3","433","Loyal Customers","2012"
"CA-2012-110667","NF-18595","2012-04-04T00:00:00.000Z","2012","4","108.4","114","12","2031.472","4","3","3","433","Loyal Customers","2012"
"CA-2012-110667","NF-18595","2012-04-04T00:00:00.000Z","2012","4","82.344","114","12","2031.472","4","3","3","433","Loyal Customers","2012"
"CA-2012-110667","NF-18595","2012-04-04T00:00:00.000Z","2012","4","9.088","114","12","2031.472","4","3","3","433","Loyal Customers","2012"
"CA-2014-167150","BP-11185","2014-12-11T00:00:00.000Z","2014","12","19.936","1","18","3675.861","1","1","2","112","Low Value Customers","2014"
"CA-2014-167150","BP-11185","2014-12-11T00:00:00.000Z","2014","12","65.568","1","18","3675.861","1","1","2","112","Low Value Customers","2014"
"CA-2013-105284","MG-17650","2013-11-25T00:00:00.000Z","2013","11","4.416","29","14","3785.276","2","2","2","222","Low Value Customers","2013"
"US-2012-125374","JD-16060","2012-03-23T00:00:00.000Z","2012","3","107.772","300","6","695.4420000000001","5","5","5","555","Top Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","45.216","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","10.416","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","7.872","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","118.782","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","1.448","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2012-161263","TS-21160","2012-04-16T00:00:00.000Z","2012","4","55.47","504","17","2163.6240000000003","5","2","3","523","Growing Customers","2012"
"CA-2013-157686","BD-11620","2013-10-02T00:00:00.000Z","2013","10","194.848","69","8","1538.1099999999997","3","4","4","344","Loyal Customers","2013"
"US-2014-139955","CM-12160","2014-09-29T00:00:00.000Z","2014","9","1.744","26","7","2533.314","1","4","3","143","At Risk Customers","2014"
"US-2012-150161","RB-19795","2012-07-25T00:00:00.000Z","2012","7","25.176","32","18","5633.315999999999","2","1","1","211","Low Value Customers","2012"
"CA-2012-144652","SN-20560","2012-11-20T00:00:00.000Z","2012","11","19.46","111","15","1860.418","4","2","3","423","Growing Customers","2012"
"CA-2013-152814","EH-14005","2013-04-29T00:00:00.000Z","2013","4","29.472","2","11","1219.5299999999997","1","3","4","134","At Risk Customers","2013"
"CA-2014-106943","FO-14305","2014-11-15T00:00:00.000Z","2014","11","8.64","38","15","2678.438","2","2","3","223","Low Value Customers","2014"
"CA-2013-134348","MS-17710","2013-11-13T00:00:00.000Z","2013","11","6.27","413","15","1613.402","5","2","4","524","Growing Customers","2013"
"CA-2013-134348","MS-17710","2013-11-13T00:00:00.000Z","2013","11","4.368","413","15","1613.402","5","2","4","524","Growing Customers","2013"
"CA-2013-134348","MS-17710","2013-11-13T00:00:00.000Z","2013","11","31.984","413","15","1613.402","5","2","4","524","Growing Customers","2013"
"CA-2013-161781","CC-12100","2013-09-30T00:00:00.000Z","2013","9","40.88","457","13","1770.945","5","3","3","533","Loyal Customers","2013"
"CA-2014-132521","DW-13540","2014-09-24T00:00:00.000Z","2014","9","119.96","98","9","344.08000000000004","3","4","5","345","Loyal Customers","2014"
"CA-2014-132521","DW-13540","2014-09-24T00:00:00.000Z","2014","9","31.44","98","9","344.08000000000004","3","4","5","345","Loyal Customers","2014"
"CA-2014-132521","DW-13540","2014-09-24T00:00:00.000Z","2014","9","6.88","98","9","344.08000000000004","3","4","5","345","Loyal Customers","2014"
"CA-2012-110016","BT-11395","2012-11-29T00:00:00.000Z","2012","11","19.92","302","10","2186.6130000000003","5","4","3","543","Loyal Customers","2012"
"CA-2012-110016","BT-11395","2012-11-29T00:00:00.000Z","2012","11","1106.91","302","10","2186.6130000000003","5","4","3","543","Loyal Customers","2012"
"US-2013-143819","KD-16270","2013-03-02T00:00:00.000Z","2013","3","836.592","484","16","8282.358","5","2","1","521","Growing Customers","2013"
"US-2013-143819","KD-16270","2013-03-02T00:00:00.000Z","2013","3","26.38","484","16","8282.358","5","2","1","521","Growing Customers","2013"
"US-2013-143819","KD-16270","2013-03-02T00:00:00.000Z","2013","3","362.92","484","16","8282.358","5","2","1","521","Growing Customers","2013"
"US-2013-143819","KD-16270","2013-03-02T00:00:00.000Z","2013","3","4899.93","484","16","8282.358","5","2","1","521","Growing Customers","2013"
